id,title,director,writer,actors,score,style1,style2,style3,country,language,release_date,running_time,Introduction,img
29,我和我的祖国,陈凯歌,文宁,黄渤  张译  韩昊霖  杜江  葛优,7.7,剧情,,,中国大陆,汉语普通话,2019,155,七位导演分别取材新中国成立70周年以来，祖国经历的无数个历史性经典瞬间。讲述普通人与国家之间息息相关密不可分的动人故事。聚焦大时代大事件下，小人物和国家之间，看似遥远实则密切的关联，唤醒全球华人共同回忆。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2567998580.jpg
30,釜山行,延尚昊,延尚昊,孔侑  郑有美  马东锡  金秀安  金义城,8.5,动作,惊悚,灾难,韩国,韩语,2016,118,证券公司基金管理人石宇（孔侑饰）光鲜精干，却也是个重利轻义之徒。妻子为此与之决裂，女儿秀安（金秀安饰）则对如此自私的父亲越来越失望，决定前往釜山和母亲生活。在秀安生日这天，石宇抽出时间陪伴女儿登上开往釜山的特快列车。而与此同时，城市四处出现了极为可疑的暴动事件。政府极力洗白无法掩盖丧尸肆虐的事实，即便懵然无知的列车乘客也因为不速之客的到来而堕入恐慌绝望的地狱中。开车的刹那，一名感染者冲入车厢，而她很快尸变并对目光所及之处的健康人展开血腥屠杀。未过多久，丧尸便呈几何数爆发性地增长。石宇被迫和幸存者的乘客们在逼仄的空间中奋力求生。  通往釜山的遥遥旅途布满杀机，危难时刻每个幸存者的人性也承受巨大的考验……,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2360940399.jpg
31,龙猫,宫崎骏,宫崎骏,日高法子  坂本千夏  糸井重里  岛本须美  北林谷荣,9.2,动画,奇幻,冒险,日本,日语,2018,86,小月的母亲生病住院了，父亲带着她与四岁的妹妹小梅到乡间的居住。她们对那里的环境都感到十分新奇，也发现了很多有趣的事情。她们遇到了很多小精灵，她们来到属于她们的环境中，看到了她们世界中很多的奇怪事物，更与一只大大胖胖的龙猫成为了朋友。龙猫与小精灵们利用他们的神奇力量，为小月与妹妹带来了很多神奇的景观，令她们大开眼界。  妹妹小梅常常挂念生病中的母亲，嚷着要姐姐带着她去看母亲，但小月拒绝了。小梅竟然自己前往，不料途中迷路了，小月只好寻找她的龙猫及小精灵朋友们帮助。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2540924496.jpg
32,当幸福来敲门,加布里埃莱·穆奇诺,斯蒂夫·康拉德,威尔·史密斯  贾登·史密斯  坦迪·牛顿  布莱恩·豪威   詹姆斯·凯伦,9.1,剧情,家庭,传记,美国,英语 ,2008,117,克里斯?加纳（威尔·史密斯WillSmith饰）用尽全部积蓄买下了高科技治疗仪，到处向医院推销，可是价格高昂，接受的人不多。就算他多努力都无法提供一个良好的生活环境给妻儿，妻子（桑迪·牛顿ThandieNewton饰）最终选择离开家。从此他带着儿子克里斯托夫（贾登·史密斯JadenSmith饰）相依为命。克里斯好不容易争取回来一个股票投资公司实习的机会，就算没有报酬，成功机会只有百分之五，他仍努力奋斗，儿子是他的力量。他看尽白眼，与儿子躲在地铁站里的公共厕所里，住在教堂的收容所里……他坚信，幸福明天就会来临。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p1312700628.jpg
33,复仇者联盟4：终局之战,安东尼·罗素,克里斯托弗·马库斯,小罗伯特·唐尼  克里斯·埃文斯  马克·鲁弗洛  克里斯·海姆斯沃斯  斯嘉丽·约翰逊,8.5,动作,科幻,奇幻,美国,英语 ,2019,181,一声响指，宇宙间半数生命灰飞烟灭。几近绝望的复仇者们在惊奇队长（布丽·拉尔森BrieLarson饰）的帮助下找到灭霸（乔什·布洛林JoshBrolin饰）归隐之处，却得知六颗无限宝石均被销毁，希望彻底破灭。如是过了五年，迷失在量子领域的蚁人（保罗·路德PaulRudd饰）意外回到现实世界，他的出现为幸存的复仇者们点燃了希望。与美国队长（克里斯·埃文斯ChrisEvans饰）冰释前嫌的托尼（小罗伯特·唐尼RobertDowneyJr.饰）找到了穿越时空的方法，星散各地的超级英雄再度集结，他们分别穿越不同的时代去搜集无限宝石。而在这一过程中，平行宇宙的灭霸察觉了他们的计划。  注定要载入史册的最终决战，超级英雄们为了心中恪守的信念前仆后继……,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2552058346.jpg
34,大话西游之月光宝盒,刘镇伟,刘镇伟,周星驰  吴孟达  罗家英  蓝洁瑛  莫文蔚,9,喜剧,爱情,奇幻,中国香港 ,粤语 ,1995,87,孙悟空（周星驰）护送唐三藏（罗家英）去西天取经路上，与牛魔王合谋欲杀害唐三藏，并偷走了月光宝盒，此举使观音萌生将其铲除心思，经唐三藏请求，孙悟空被判五百年后重新投胎做人赎其罪孽。  五百年后孙悟空化身强盗头头至尊宝。当遇见预谋吃唐僧肉的妖怪姐妹蜘蛛精春三十娘（蓝洁瑛）和白骨精白晶晶（莫文蔚）时，因为五百年前孙悟空曾与白晶晶有过一段恋情，至尊宝与她一见钟情，但因菩提老祖将二人妖怪身份相告，至尊宝仍带领众强盗开始与二妖展开周旋，过程中，白晶晶为救至尊宝打伤春三十娘，自己也中毒受伤，为了救白晶晶，至尊宝去找春三十娘，遭白晶晶误会，绝望自杀，至尊宝开始用月光宝盒以期使时光倒流。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2561721372.jpg
35,忠犬八公的故事,拉斯·霍尔斯道姆,斯蒂芬·P·林赛,理查·基尔  萨拉·罗默尔  琼·艾伦  罗比·萨布莱特  艾瑞克·阿瓦利,9.4,剧情,,,美国 ,英语 ,2009,93,八公（Forest饰）是一条谜一样的犬，因为没有人知道它从哪里来。教授帕克（理查·基尔RichardGere饰）在小镇的火车站拣到一只走失的小狗，冥冥中似乎注定小狗和帕克教授有着某种缘分，帕克一抱起这只小狗就再也放不下来，最终，帕克对小狗八公的疼爱感化了起初极力反对养狗的妻子卡特（琼·艾伦JoanAllen饰）。八公在帕克的呵护下慢慢长大，帕克上班时八公会一直把他送到车站，下班时八公也会早早便爬在车站等候，八公的忠诚让小镇的人家对它更加疼爱。有一天，八公在帕克要上班时表现异常，居然玩起了以往从来不会的捡球游戏，八公的表现让帕克非常满意，可是就是在那天，帕克因病去世。帕克的妻子、女儿安迪（萨拉·罗默尔SarahRoemer饰）及女婿迈克尔（罗比·萨布莱特RobbieSublett饰）怀着无比沉痛的心情埋葬了帕克，可是不明就里的八公却依然每天傍晚五点准时守候在小站的门前，等待着主人归来……  本片根据上个世纪30年代发生在日本的真实故事改编，1987年在日本拍成电影后创造了40亿日元的票房。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p524964016.jpg
36,何以为家,娜丁·拉巴基,娜丁·拉巴基,赞恩·阿尔·拉菲亚  约丹诺斯·希费罗  博鲁瓦蒂夫·特雷杰·班科尔  卡萨尔·艾尔·哈达德  法迪·尤瑟夫,9.1,剧情,,,黎巴嫩 ,阿拉伯语 ,2019,126,法庭上，十二岁的男孩赞恩向法官状告他的亲生父母，原因是，他们给了他生命。是什么样的经历让一个孩子做出如此不可思议的举动？故事中，赞恩的父母在无力抚养和教育的状况下依然不停生育，作为家中的长子赞恩，弱小的肩膀承担了无数生活的重压。当妹妹被强行卖给商贩为妻时，赞恩愤怒离家，之后遇到一对没有合法身份的母子，相互扶持勉强生活。然而生活并没有眷顾赞恩，重重磨难迫使他做出了令人震惊的举动……,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2555295759.jpg
37,放牛班的春天,克里斯托夫·巴拉蒂,乔治·沙普罗,热拉尔·朱尼奥  弗朗索瓦·贝莱昂  凯德·麦拉德  让-保罗·博奈雷  玛丽·布奈尔,9.3,剧情,音乐,,法国 ,法语,2004,97,1949年的法国乡村，音乐家克莱门特（杰勒德?尊诺饰）到了一间外号叫“塘低”的男子寄宿学校当助理教师。学校里的学生大部分都是难缠的问题儿童，体罚在这里司空见惯，学校的校长（弗朗西斯?贝尔兰德饰）只顾自己的前途，残暴高压。  性格沉静的克莱门特尝试用自己的方法改善这种状况，他重新创作音乐作品，组织合唱团，决定用音乐的方法来打开学生们封闭的心灵。  然而，事情并不顺利，克莱门特发现学生皮埃尔?莫安琦（尚?巴堤?莫里耶饰）拥有非同一般的音乐天赋，但是单亲家庭长大的他，性格异常敏感孤僻，怎样释放皮埃尔的音乐才能，让克莱门特头痛不已；同时，他与皮埃尔母亲的感情也渐渐微妙起来。,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p1910824951.jpg
38,头号玩家,史蒂文·斯皮尔伯格,扎克·佩恩,泰伊·谢里丹  奥利维亚·库克  本·门德尔森  马克·里朗斯  丽娜·维特,8.7,动作,科幻,冒险,美国,英语 ,2018,140,故事发生在2045年，虚拟现实技术已经渗透到了人类生活的每一个角落。詹姆斯哈利迪（马克·里朗斯MarkRylance饰）一手建造了名为“绿洲”的虚拟现实游戏世界，临终前，他宣布自己在游戏中设置了一个彩蛋，找到这枚彩蛋的人即可成为绿洲的继承人。要找到这枚彩蛋，必须先获得三把钥匙，而寻找钥匙的线索就隐藏在詹姆斯的过往之中。  韦德（泰尔·谢里丹TyeSheridan饰）、艾奇（丽娜·维特LenaWaithe饰）、大东（森崎温饰）和修（赵家正饰）是游戏中的好友，和之后遇见的阿尔忒弥斯（奥利维亚·库克OliviaCooke饰）一起，五人踏上了寻找彩蛋的征程。他们所要对抗的，是名为诺兰索伦托（本·门德尔森BenMendelsohn饰）的大资本家。,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2516578307.jpg
39,唐伯虎点秋香,李力持,李力持,周星驰  巩俐  陈百祥  郑佩佩  朱咪咪,8.6,喜剧,爱情,古装,中国香港,粤语,1993,102,唐伯虎（周星驰饰）身为江南四大才子之首，却有道不尽的心酸。宁王想唐伯虎帮忙图谋作反，唐伯虎只好用内功改变脉象，令众人都相信他命不久矣。母亲埋怨他不应该把功夫暴露，因为他们家族一直被当年的仇人追杀。唐伯虎在与朋友出游时，遇到了貌若天仙的秋香并对她一见钟情，决心要到华府当家丁以追求秋香，唐伯虎被取名华安。期间华太师遇到了宁王上门刁难，幸好有唐伯虎出面相助，并暴露了自己是唐伯虎的身份。秋香才知道华安是自己欣赏的唐伯虎。华夫人跟唐家有怨，因此二人便开始斗法。怎料宁王跟夺面书生再次上门，华夫人不是对手，幸得唐伯虎出手，华夫人也答应把秋香许配给唐伯虎。,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2357915564.jpg
40,诛仙1,程小东,申捷,肖战  李沁  孟美岐  唐艺昕  刘端端,4.5,爱情,奇幻,古装,中国大陆,汉语普通话,2019,101,草庙村被屠，少年张小凡双亲离世，被青云门大竹峰收留。机缘巧合之下，他习得佛门天音功法，又意外获得魔教法器烧火棍，踏上强者之路的同时，也让他陷入了巨大的危机。至魔法器的现世，与陆雪琪、碧瑶、田灵儿三个女生间命运的交错，都让他原本单纯的人生轨迹充满变数。一个勇者驳斥命运的传奇之旅就此展开......,https://img9.doubanio.com/view/photo/s_ratio_poster/public/p2567346094.jpg
41,西虹市首富,闫非,闫非,沈腾  宋芸桦  张一鸣  张晨光  常远,6.6,喜剧,,,中国大陆,汉语普通话,2018,118,西虹市丙级球队大翔队的守门员王多鱼（沈腾饰）因比赛失利被教练开除，一筹莫展之际王多鱼突然收到神秘人士金老板（张晨光饰）的邀请，被告知自己竟然是保险大亨王老太爷（李立群饰）的唯一继承人，遗产高达百亿！但是王老太爷给出了一个非常奇葩的条件，那就是要求王多鱼在一个月内花光十亿，还不能告诉身边人，否则失去继承权。王多鱼毫不犹豫签下了“军令状”，与好友庄强（张一鸣饰）以及财务夏竹（宋芸桦饰）一起开启了“挥金之旅”，即将成为西虹市首富的王多鱼，第一次感受到了做富人的快乐，同时也发现想要挥金如土实在没有那么简单！,https://img1.doubanio.com/view/photo/s_ratio_poster/public/p2529206747.jpg
42,星际穿越,克里斯托弗·诺兰,乔纳森·诺兰,马修·麦康纳  安妮·海瑟薇  杰西卡·查斯坦  卡西·阿弗莱克  迈克尔·凯恩,9.3,剧情,科幻,冒险,美国 ,英语,2014,169,近未来的地球黄沙遍野，小麦、秋葵等基础农作物相继因枯萎病灭绝，人类不再像从前那样仰望星空，放纵想象力和灵感的迸发，而是每日在沙尘暴的肆虐下倒数着所剩不多的光景。在家务农的前NASA宇航员库珀（马修·麦康纳MatthewMcConaughey饰）接连在女儿墨菲（麦肯吉·弗依MackenzieFoy饰）的书房发现奇怪的重力场现象，随即得知在某个未知区域内前NASA成员仍秘密进行一个拯救人类的计划。多年以前土星附近出现神秘虫洞，NASA借机将数名宇航员派遣到遥远的星系寻找适合居住的星球。在布兰德教授（迈克尔·凯恩MichaelCaine饰）的劝说下，库珀忍痛告别了女儿，和其他三名专家教授女儿艾米莉亚·布兰德（安妮·海瑟薇AnneHathaway饰）、罗米利（大卫·吉雅西DavidGyasi饰）、多伊尔（韦斯·本特利WesBentley饰）搭乘宇宙飞船前往目前已知的最有希望的三颗星球考察。  他们穿越遥远的星系银河，感受了一小时七年光阴的沧海桑田，窥见了未知星球和黑洞的壮伟与神秘。在浩瀚宇宙的绝望而孤独角落，总有一份超越了时空的笃定情怀将他们紧紧相连……,https://img3.doubanio.com/view/photo/s_ratio_poster/public/p2206088801.jpg
